|0000|017|0|01072023|31072023|FM MODEL TRANSPORTES LTDA|05367368000106||SP|387251936115|3523909|31176||A|1|
|0001|0|
|0005|FM MODEL TRANSPORTES|13304970|RODOVIA HILARIO FERRARI|1900||PEDREGULHO|19998670214||paulogarcia.quality@yahoo.com.br|
|0100|JOSE PAULO MARTINS GARCIA|61529877768|1SP144041O2||13140216|RUA TAPAIUNAS|189||JARDIM ITAPOAN|19998670214||paulogarcia.quality@yahoo.com.br|3536505|
|0150|CLI000000002|EUCATEX INDUSTRIA E COMERCIO LTDA.|1058|14675270000450||600069238116|3545209||RUA RIBEIRAO PRETO|809||JARDIM MARILIA|
|0150|CLI000000029|NEXA RECURSOS MINERAIS S.A|1058|42416651000107||3672198830370|3169356||ROD BH BRASILIA BR 040 KM 284 5|S/N||CMM|
|0150|CLI000000031|NEXA RECURSOS MINERAIS S.A|1058|42416651000883||3672198830036|3136702||ROD BR 267 KM 119|S/N||IGREJINHA|
|0150|CLI000000037|SANTABIER DISTRIBUIDORA BEBIDAS LTDA|1058|03485319000142||152081518|1506807||AVENIDA ENGENHEIRO FERNANDO GUILHON|1781|SL 1|SANTARENZINHO|
|0150|CLI000000063|NEXA RECURSOS MINERAIS S.A|1058|42416651002746||137460392|5101407||A ESQUERDA DO RIO ARIPUANA|S/N|PARTE A|GARIMPO DO MARANHAO|
|0150|CLI000000065|SUPREMAX NUTRICAO ANIMAL LTDA|1058|33706987000113||130952397|5107958||ROD BR MT 358 KM 167 CX POSTAL 369|S/N|600 METROS LADO DIREITO|DISTRITO INDUSTRIAL|
|0150|CLI000000069|CASA DA MADEIRA LTDA|1058|05197310000595||108170250|5201405||RUA 14|S/N|QD 13 A LOTE 1A, GALPAO 02|POLO EMPRESARIAL, ETAPA VIII|
|0150|FOR000000002|BRASPRESS TRANSPORTES URGENTES LTDA|1058|48740351002109||796481688110|3518800||MONTEIRO LOBATO|4794|BLOCO B|C JD CUMBICA (JD P DUTRA)|
|0150|FOR000000003|BRASPRESS TRANSPORTES URGENTES LTDA|1058|48740351005477||582695554112|3543402||ANTONIO PALOCCI|66||JD O BRANCO|
|0150|FOR000000007|BRASPRESS TRANSPORTES URGENTES LTDA|1058|48740351011523||795074476118|3509502||RICARDO DIAS ALVES|311|ANEXO 381|TERMINAL INTERMODAL DE CARGAS|
|0150|FOR000000008|BRASPRESS TRANSPORTES URGENTES LTDA|1058|48740351012414||146144335110|3550308||SAMUEL LUCAS|233|LT URB, FD|JD JULIETA|
|0150|FOR000000010|RODONAVES TRANSP E ENCOMENDAS LTDA|1058|44914992003820||9061706477|4125506||RODOVIA ROD BR|116||COSTEIRA|
